EventId,Ticker,Date Made Public,Name,Entity,Type,Location,", ",Total Records,Other,Event Discription,Source,Attached Files,,All Terms,CompanyId,Year,ContentText,GID
295,CHH,4/26/12,Choice Hotels Internationals,BSO,DISC,Silver Spring,Maryland,0,NULL,"An unknown number of customers had their personal information entered into the wrong field in a database. __The information should have been encrypted but was not because of the error. Customers may have received mail with their credit card number, driver's license number, Social Security number, passport number, or any combination of these elements printed on the outside of envelopes. The issue was discovered in late December of 2011.",Dataloss DB,NULL,292,2009,202,2012,"Company:Choice Hotels Internationals<br/>Location:Silver Spring,Maryland<br/>Event Time:2012-04-26",985
185,PWRD,4/25/12,"Cryptic Studios, Perfect World",BSO,HACK,Los Gatos,California,0,NULL,"Cryptic Studios detected evidence of unauthorized access to a user database that occurred in December 2010. __Users may have had their account names, handles, encrypted versions of their passwords, dates of birth, email addresses, billing addresses, and partial credit card numbers exposed. __Some of the passwords that were exposed were decrypted. __Cryptic Studios reset all customer passwords that could have been affected after discovering the breach by performing security analysis. Anyone who uses the same password and email combination for other accounts is encouraged to change their password for those accounts as well.__",Dataloss DB,NULL,6000,2007,56,2012,"Company:Cryptic Studios, Perfect World<br/>Location:Los Gatos,California<br/>Event Time:2012-04-25",987
473,RCII,4/25/12,"Rent-A-Center, Inc.",BSR,STAT,Plano,Texas,0,NULL,"An April 1, 2012 office burglary resulted in the theft of computer equipment with sensitive information. __A server that contained customer names and Social Security numbers or driver's license numbers was stolen. Additional information related to customer applications was also on the server.",Dataloss DB,NULL,6500,2006,442,2012,"Company:Rent-A-Center, Inc.<br/>Location:Plano,Texas<br/>Event Time:2012-04-25",1598
346,UA,4/20/12,"Under Armour Inc., PricewaterhouseCoopers",BSR,PORT,Baltimore,Maryland,0,NULL,"A flash drive that contained Under Armour employee payroll information was lost by PricewaterhouseCoopers. __The information was being transmitted via mail for auditing purposes and went missing on or around April 12. Employee names, Social Security numbers, and salary information could have been exposed. it is unclear how many people were affected in the U.S. Under Armour employs 5,400 people worldwide.",Dataloss DB,NULL,709,2010,280,2012,"Company:Under Armour Inc., PricewaterhouseCoopers<br/>Location:Baltimore,Maryland<br/>Event Time:2012-04-20",1596
534,CHSI,4/17/12,"Catalyst Health Solutions, Alliant Health Plans, Inc.",MED,UNKN,Calhoun,Georgia,0,NULL,"An unauthorized disclosure resulted in the exposure of protected health information. __The breach occurred on or around January 1, 2012 and was reported on April 17. __This incident was reported on the HHS website.",Databreaches.net,NULL,30,2010,514,2012,"Company:Catalyst Health Solutions, Alliant Health Plans, Inc.<br/>Location:Calhoun,Georgia<br/>Event Time:2012-04-17",2207
435,HD,4/13/12,The Home Depot,BSR,INSD,Suwanee,Georgia,36,36,"A dishonest employee accessed HR information with the intention of misusing the information to obtain fraudulent credit. __At least 36 Home Depot employees had their names, Social Security numbers, contact information, driver's license numbers, and possibly their financial account information accessed. __The incident was discovered on March 15.",Databreaches.net,NULL,0,2010,392,2012,"Company:The Home Depot<br/>Location:Suwanee,Georgia<br/>Event Time:2012-04-13",1620
493,XRIT,4/11/12,"X-Rite Incorporated, Pantone.com",BSR,HACK,Grand Rapids,Michigan,0,NULL,"On March 23, 2012, X-Rite learned that a database server had been attacked by a malicious third party. __The names, contact information, and credit card information of customers who made purchases on X-Rite's website pantone.com may have been exposed. __",Media,NULL,0,2014,466,2012,"Company:X-Rite Incorporated, Pantone.com<br/>Location:Grand Rapids,Michigan<br/>Event Time:2012-04-11",1594
207,AMD,4/9/12,"Intel, Advanced Micro Devices (AMD)",BSR,INSD,Hudson,Massachusetts,0,NULL,A former Intel employees pleaded guilty to stealing documents for competitive advantage. __The employee worked for AMD at the time of the theft and was able to retain access to some of Intel's processor designs and chip fabrication process documents. __He used his vacation time from Intel to begin working at AMD. __The dishonest employee was charged with one count of stealing trade secrets for stealing a stack of documents in 2008 and four counts of wire fraud. __Intel valued the documents at between $200 million and $400 million.,Databreaches.net,NULL,0,2010,71,2012,"Company:Intel, Advanced Micro Devices (AMD)<br/>Location:Hudson,Massachusetts<br/>Event Time:2012-04-09",1702
373,CSCO,4/9/12,"Ernst & Young LLP, Cisco Systems, Inc.",BSF,PORT,New York,New York,0,NULL,"Cisco's service provider Ernst & Young experienced a breach involving the information of current and former Cisco employees on March 26. __On March 28, Cisco learned that a laptop with employee names, Social Security numbers, addresses, and the stock administration information of a select few had been stolen from an Ernst & Young employee's home.",PHIPrivacy.net,NULL,10,2010,315,2012,"Company:Ernst & Young LLP, Cisco Systems, Inc.<br/>Location:New York,New York<br/>Event Time:2012-04-09",434
459,UNB,4/5/12,Union Bank,BSF,INSD,San Francisco,California,0,NULL,"On February 15, 2012, Union Bank discovered that a former contractor kept proprietary bank data in his possession after leaving the company on January 31, 2012. __The bank data included some customer information such as names, account numbers, home addresses, phone numbers, and email addresses.",Databreaches.net,NULL,139000,2010,423,2012,"Company:Union Bank<br/>Location:San Francisco,California<br/>Event Time:2012-04-05",419
11,GPN,3/30/12,Global Payments Inc.,BSF,CARD,Atlanta,Georgia,7000000,7000000,"Global Payments discovered a massive breach of their systems in early March 2012. __Global Payments processes credit and debit cards for banks and merchants and a number of credit and debit cards issued to businesses were determined to be compromised. __The breach was discovered when Global Payments' security systems detected unusual activity.UPDATE (04/02/2012): Global Payments created a breach information website for consumers. Global Payments claimed that only a few of their North American servers were affected by the breach. __They also claimed that around 1.5 million users had Track 2 data (card expiration date and credit card number) exposed. Media reports that up to 10 million consumers had their names, addresses, and Social Security numbers credit exposed were denied by Global Payments. __Visa has removed Global Payments from their list of compliant service providers as a result of the breach. __UPDATE__(04/05/2012): The breach occurred sometime between January 21 and February 25 of 2012 (REVISED TO JUNE OF 2011). __Fraudulent activity has already been detected on around 800 cards.UPDATE__(05/01/2012): It appears that a hacker or hackers were first able to access Global Payments Inc. in June of 2011. __Global Payments revised their initial estimate and believe that card holders and banks were affected at least as far back as June 2011. This could mean that at least seven million card accounts are vulnerable; though Global Payments still believe that only 1.5 million were affected.UPDATE__(07/26/2012): In addition to being dropped from Visa and Mastercard's lists of compliant companies, Global Payments spent nearly $85 million on security repairs and upgrades.UPDATE__(07/30/2012: Global Payments informed Comerica Bank in June that their ongoing investigation revealed a potential unauthorized access to its servers that contain merchant application data.UPDATE__(01/10/2013): Global Payments has incurred $94 million in fees associated with the breach. __A total of $60 million was paid for professional fees and other costs associated with investigating the breach and remediation for its effects. __The $60 million was also used to cover incentive payments to business partners and the cost of providing credit monitoring and identity protection insurance. __An additional $35.9 million went towards estimated fraud losses, fines, and charges imposed on Global Payments by card networks. __Global Payments received $2 million from insurance recoveries.Global Payments also reported that it has now paid all fines related to non-compliance and has updated its systems and processes in order to be returned to the payment card network list of PCI-DSS compliant service providers.UPDATE__(04/15/2013): An April 2012 class action lawsuit related to the breach was dismissed on March 6. __Global Payments also confirmed that the expenses associated with the breach totaled $92.7 million. __A total of $20 million in breach losses was recuperated through insurance recoveries. __In April 2013, Global Payments closed its investigation of the breach.",Dataloss DB,NULL,0,2009,24,2012,"Company:Global Payments Inc.<br/>Location:Atlanta,Georgia<br/>Event Time:2012-03-30",417
492,CVS,3/24/12,CVS Caremark,BSR,DISC,Woonsocket,Rhode Island,0,NULL,"People who were members of Tufts Health Plan (Tufts Associated Health Maintenance Organization, Tufts Insurance Company) received letters meant for other members. __A programming error caused the addresses of members to be incorrect. __Names, medical conditions, and medications were exposed.",Dataloss DB,NULL,150,2007,465,2012,"Company:CVS Caremark<br/>Location:Woonsocket,Rhode Island<br/>Event Time:2012-03-24",1586
233,HRB,3/23/12,H&R Block,BSF,INSD,Van Nuys,California,0,NULL,"An H&R Block office manager was caught wearing a disguise near the ATMs of three banks. The employee's vehicle was searched and contained $2,960 in cash, and client records with dates of birth, names, and Social Security numbers. A total of $6,900 cash, H&R Block Emerald Cards, and the personal information of additional people were found at the home of the employee's girlfriend. The number of fraudulent tax returns, victims, and years the employee worked for H&R Block were not revealed.",Dataloss DB,NULL,0,2007,157,2012,"Company:H&R Block<br/>Location:Van Nuys,California<br/>Event Time:2012-03-23",416
596,MHS,3/22/12,"Medco Health Solutions, Inc.",MED,DISC,Willingboro,New Jersey,0,NULL,"The unauthorized disclosure of paper records on November 30, 2011 may have resulted in the exposure of protected health information. __",PHIPrivacy.net,NULL,2047,2010,586,2012,"Company:Medco Health Solutions, Inc.<br/>Location:Willingboro,New Jersey<br/>Event Time:2012-03-22",2175
390,TRU,3/12/12,"TransUnion LLC, Manufacturers Life Insurance Company (ManuLife)",BSF,HACK,Chicago,Illinois,461,461,"An unauthorized access occurred sometime between January 22 and February 15, 2012. __Trans Union learned of the breach through its subscriber The Manufacturers Life Insurance Company (Manulife). __Consumers may have had their credit reports accessed by someone using a client's login credentials. __Names, Social Security numbers, and addresses would have been exposed.",Dataloss DB,NULL,9468,2006,337,2012,"Company:TransUnion LLC, Manufacturers Life Insurance Company (ManuLife)<br/>Location:Chicago,Illinois<br/>Event Time:2012-03-12",449
117,MCD,3/9/12,McDonald's,BSR,INSD,Tulsa,Oklahoma,282,282,"A dishonest McDonald's employee confessed to using a handheld skimming device for three weeks to capture drive-thru customer credit and debit card numbers. He then passed the information along to others who used the numbers to produce fraudulent cards and make purchases. __A total of 282 card numbers were discovered on a suspect's laptop.UPDATE__(07/02/2012): The former employee pleaded guilty to an aggravated identity-theft charge. __He agreed to playing a part in causing a total loss of more than $51,000. Four other defendants were first caught in October of 2011. __They were arrested on suspicion of trying to buy merchandise with counterfeit cards and were caught with a laptop that contained stolen credit and debit card numbers.",Media,NULL,0,2006,270,2012,"Company:McDonald's<br/>Location:Tulsa,Oklahoma<br/>Event Time:2012-03-09",1592
400,KELYA,3/9/12,Kelly Services,BSO,INSD,Troy,Michigan,0,NULL,People who signed up for employment through the Kelly Services staffing agency may have had their personal information retained by a former Kelly Services employee. __Kelly Services retrieved all of the sensitive information from the former employee upon learning of the breach. __Names and Social Security numbers may have been exposed. __,Dataloss DB,NULL,7800,2005,351,2012,"Company:Kelly Services<br/>Location:Troy,Michigan<br/>Event Time:2012-03-09",1024
290,BKW,2/25/12,Burger King,BSR,INSD,Gresham,Oregon,30,30,"A former Burger King employee used a skimming device to capture customer information. __Customers who used their credit cards at the drive-through during the late-night shift had their information copied, sold, and used to make fraudulent purchases. The dishonest employee, the person who misused the data to create forged credit cards, and two others who made fraudulent purchases were all arrested. __A total of $14,000 in goods were purchased.",PHIPrivacy.net,NULL,68857,2008,185,2012,"Company:Burger King<br/>Location:Gresham,Oregon<br/>Event Time:2012-02-25",1583
503,KO,2/22/12,Coca-Cola Company Family Federal Credit Union,BSR,PORT,Atlanta,Georgia,13800,13800,"The theft of two laptops resulted in the exposure of credit union member information. The laptops were stolen on December 21, 2011 and contained names and Social Security numbers, as well as credit card numbers in some cases.",Databreaches.net,NULL,10600,2010,482,2012,"Company:Coca-Cola Company Family Federal Credit Union<br/>Location:Atlanta,Georgia<br/>Event Time:2012-02-22",1585
427,DHI,2/16/12,D.R. Horton Inc. (DHI Mortgage),BSF,UNKN,Fort Worth,Texas,0,NULL,"A software security incident caused the personal information of mortgage applicants to be exposed. Unknown external sources caused a breach that compromised customer Social Security numbers, dates of birth, income data, and assets and liabilities information. The breach was discovered on February 10 at DHI's Internet Loan Prequalification System.",Dataloss DB,NULL,75000,2007,383,2012,"Company:D.R. Horton Inc. (DHI Mortgage)<br/>Location:Fort Worth,Texas<br/>Event Time:2012-02-16",458
340,VLY,2/14/12,"Valley National Bank, American Stock Transfer and Trust Company, LLC",BSF,DISC,New York,New York,0,NULL,"A mailing error caused 1099 forms to be sent to the wrong addresses on January 17, 2012. __Names, tax identification numbers, and addresses were exposed because incorrect or multiple addresses were printed on the forms. __Information on stock dividends and phone numbers was also exposed. __The error was discovered when some of the forms were returned by the post office as undeliverable.",Databreaches.net,NULL,0,2010,269,2012,"Company:Valley National Bank, American Stock Transfer and Trust Company, LLC<br/>Location:New York,New York<br/>Event Time:2012-02-14",444
407,MTR,2/14/12,"American Stock Transfer & Trust Company, LLC, Mesa Royalty Trust",BSF,DISC,New York,New York,0,NULL,"A mailing error caused personal information to be exposed. __Beneficiary statements containing tax information for 2011 were sent by postal mail on April 2, 2012. __The statements were mailed to incorrect addresses and exposed names, home addresses, and tax identification numbers of intended shareholders. The error was discovered on April 6.",Dataloss DB,NULL,0,2007,358,2012,"Company:American Stock Transfer & Trust Company, LLC, Mesa Royalty Trust<br/>Location:New York,New York<br/>Event Time:2012-02-14",462
568,INTC,2/10/12,"Intel, Inc.",BSF,HACK,Santa Clara,California,0,NULL,"A hacker accessed user information on an Intel website through a vulnerability. __The hacker had access to credit card data, Social Security numbers, emails, passwords, and other details.",Dataloss DB,NULL,0,2007,554,2012,"Company:Intel, Inc.<br/>Location:Santa Clara,California<br/>Event Time:2012-02-10",450
499,EV,2/8/12,Eaton Vance Management,BSF,DISC,Boston,Massachusetts,0,NULL,"A mailing error caused the Social Security numbers of some employees to be visible through the window of mailed envelopes. The employee stock and tax documents were mailed on January 25, 2011 and notification was posted on February 6.",Dataloss DB,NULL,8775,2009,476,2012,"Company:Eaton Vance Management<br/>Location:Boston,Massachusetts<br/>Event Time:2012-02-08",438
547,MOH,2/6/12,Molina Healthcare of California,MED,DISC,Long Beach,California,0,NULL,"An unauthorized disclosure of paper documents occurred on January 31, 2011. __The breach may have affected records that date from September 23, 2009 through October 18, 2011. No further details are available.",Media,NULL,45,2009,531,2012,"Company:Molina Healthcare of California<br/>Location:Long Beach,California<br/>Event Time:2012-02-06",2163
84,VRSN,2/2/12,VeriSign Inc.,BSO,HACK,Reston,Virginia,0,NULL,"VeriSign was hacked repeatedly in 2010. The hackers stole undisclosed information. __VeriSign is responsible for the integrity of web addresses ending in.com, .net, and .gov. If hackers were able to obtain certain information, it is possible that .com, .net, and .gov websites could be imitated more easily. __Hackers may be able to direct people to faked website and intercept email from federal employees or corporate executives using the .gov addresses. __VeriSign officials do not believe that the attacks breaches the servers that support the Domain Name System network, but did not reveal many details about the breach. __VeriSign offers a number of services that defend customer websites from attacks and manage website traffic. __VeriSign also researchers international cybercrime groups. __The security staff responded to the attack quickly, but the breach was not disclosed throughout the company until September 2011.",Dataloss DB,NULL,103,2008,150,2012,"Company:VeriSign Inc.<br/>Location:Reston,Virginia<br/>Event Time:2012-02-02",961
246,SPLS,2/2/12,Staples (Staples Business Depot),BSR,INSD,Mamaroneck,New York,50,50,"A Staples cashier is accused of using a skimming device to obtain the credit card information of customers. __She is also accused of selling the numbers to another party. A total of $181,000 in fraudulent credit card purchases resulted from the breach. The dishonest employee faces two felonies for criminal possession of a forgery device and first-degree scheme to defraud. __She also faces 50 counts of unlawful possession of personal identification and 50 counts of petite larceny.",Media,NULL,0,2008,249,2012,"Company:Staples (Staples Business Depot)<br/>Location:Mamaroneck,New York<br/>Event Time:2012-02-02",1575
292,RF,1/31/12,"Regions Financial Corp., Ernst & Young",BSF,PORT,Birmingham,Alabama,0,NULL,"The personal information of current and former Regions employees was lost in November after an auditor from Ernst & Young mailed a flash drive and decryption code. The envelope arrived with the decryption code, but no flash drive. The data included information related to 401k retirement plans. __Names, Social Security numbers, and possibly dates of birth were on the flash drive. __Regions employs about 27,000 people in 16 states.",Dataloss DB,NULL,42000,2008,189,2012,"Company:Regions Financial Corp., Ernst & Young<br/>Location:Birmingham,Alabama<br/>Event Time:2012-01-31",408
223,WIN,1/27/12,Windstream,BSR,INSD,Kannapolis,North Carolina,0,NULL,A concerned neighbor noticed that packages were being delivered to an abandoned house. Law enforcement confronted a man who was collecting the packages and found that he had stolen old Windstream customer files and used the information to open fraudulent accounts with online retailers. __The man was an employee of Windstream and had taken paper documents from the mid to late 1990s. __A second vacant home that served as a delivery location was also found. __The former employee was charged with felony identity theft.,Dataloss DB,NULL,49000,2005,124,2012,"Company:Windstream<br/>Location:Kannapolis,North Carolina<br/>Event Time:2012-01-27",1577
69,MET,1/24/12,Metropolitan Life Insurance Company (MetLife) of Connecticut,BSF,DISC,Bloomfield,Connecticut,0,NULL,"in November of 2009, a customer discovered that spreadsheet with current and former MetLife customer information had been posted online. __MetLife corrected the problem after being notified by the customer and provided two years of credit monitoring and identity theft insurance to customers who had been affected by the breach. __The type of information exposed in the spreadsheet and the length of time it was available online were not revealed. __Additional negotiations with Attorney General George Jepsen and Consumer Protection Commissioner William Rubenstein resulted in an agreement for MetLife to offer additional protection. __MetLife paid an additional $10,000 for a special fund that will reimburse the state of Connecticut's investigative and enforcement costs, or reimburse losses for consumers in the future. Additionally, customers who paid for a security freeze to be lifted or placed will be eligible for reimbursement and Metlife agreed to improve employee personal information protection training policies and procedures.",PHIPrivacy.net,NULL,0,2010,123,2012,"Company:Metropolitan Life Insurance Company (MetLife) of Connecticut<br/>Location:Bloomfield,Connecticut<br/>Event Time:2012-01-24",406
587,TMUS,1/16/12,T-Mobile,BSR,HACK,Bellevue,Washington,0,NULL,"A hacker or hackers accessed and posted online information. __A total of 44 employee names, email addresses, phone numbers, and passwords were exposed.",Dataloss DB,NULL,260,2010,575,2012,"Company:T-Mobile<br/>Location:Bellevue,Washington<br/>Event Time:2012-01-16",1661
586,RAD,1/12/12,RIte Aid Corporation,BSR,PHYS,Harrisburg,Pennsylvania,0,NULL,"The misplacement of paper documents resulted in the exposure of health and/or other personal information. __The breach was discovered on October 7, 2011.",Dataloss DB,NULL,0,2012,574,2012,"Company:RIte Aid Corporation<br/>Location:Harrisburg,Pennsylvania<br/>Event Time:2012-01-12",1571
381,ADP,12/28/11,"Automatic Data Processing (ADP), A.W. Hastings'",BSO,PORT,Westlake Village,California,0,NULL,"On November 12, 2011, an encrypted laptop was stolen from the home of an ADP associate. __The laptop was encrypted and password-protected. __It contained files with the personal information of A.W. Hastings & Co. employees which had been given to ADP for payroll processing. __Names, Social Security numbers, and addresses may have been exposed.",Dataloss DB,NULL,1400,2009,324,2011,"Company:Automatic Data Processing (ADP), A.W. Hastings'<br/>Location:Westlake Village,California<br/>Event Time:2011-12-28",951
608,HCSG,12/9/11,Health Care Service Corporation (HCSC),MED,PHYS,Chicago,Illinois,0,NULL,"The theft of paper records on or around June 28, 2011 resulted in the exposure of patient information.",Dataloss DB,NULL,330000,2006,601,2011,"Company:Health Care Service Corporation (HCSC)<br/>Location:Chicago,Illinois<br/>Event Time:2011-12-09",2128
431,T,11/21/11,AT&T,BSO,HACK,Dallas,Texas,0,NULL,"Some of AT&T's customers experienced coordinated hacking attacks. The hackers were trying to gain customer account information and appear to have used ""auto script"" technology to determine if AT&T telephone numbers were linked to online AT&T accounts.__ Fewer than 1% of customers were affected.__ No accounts were successfully breached.",Media,NULL,5208,2007,388,2011,"Company:AT&T<br/>Location:Dallas,Texas<br/>Event Time:2011-11-21",940
171,MCD,11/18/11,McDonald's,BSR,INSD,Olympia,Washington,16,16,"An employee was arrested for using a skimming device to collect customer credit card information.__ At least 16 people were affected, but more are expected to come forward.__ The dishonest employee was underage at the time of the crimes and was held on suspicion of identity theft and forgery.__ Customers who used cards at the McDonald's drive through between October 10 and November 9 of 2011 may have been affected.__ Investigators became aware of the breach when members of the Washington State Employees Credit Union began filing claims for fraudulent use of their credit cards.",Dataloss DB,NULL,15000,2005,330,2011,"Company:McDonald's<br/>Location:Olympia,Washington<br/>Event Time:2011-11-18",1556
215,MCD,11/18/11,McDonald's,BSR,INSD,Savannah,Georgia,0,NULL,A restaurant manager was found to have sold the identities of U.S. citizens to illegal aliens employed at multiple McDonald's restaurants.__ The employee was sentenced in U.S. District Court to 32 months in federal prison for her role in the identity theft scheme.__ Fourteen arrests were made and five suspects face federal identity theft charges.__ The rest were charged with immigration violations.__ It is unclear how many people were involved in the identity theft scheme. Other Mcdonald's managers also stole and sold the identities of U.S. citizens.,Dataloss DB,NULL,7300,2007,104,2011,"Company:McDonald's<br/>Location:Savannah,Georgia<br/>Event Time:2011-11-18",1557
423,MCD,11/16/11,McDonald's,BSR,INSD,Oak Park,Michigan,100,100,"A supervisor noticed a drive-thru cashier using a skimming device.__ The dishonest employee admitted to stealing the information from more than 100 customer cards, and stealing between 15 and 20 accounts during each drive-thru shift.__ Another person provided the skimming device and paid the employee $15 per credit account.",Databreaches.net,NULL,12,2010,378,2011,"Company:McDonald's<br/>Location:Oak Park,Michigan<br/>Event Time:2011-11-16",1559
256,MCD,11/5/11,McDonald's,BSR,INSD,Peoria,Illinois,0,NULL,"A dishonest employee was arrested for using customer debit and credit card numbers to make online purchases.__ The employee was charged with 21 counts of deceptive practice, 21 counts of identity theft, four counts of felony theft, and 17 counts of misdemeanor theft.__ Anyone who used debit or credit cards at the Peoria Heights McDonald's between September 15 and October 30, 2011 may be at risk.__ The stolen account numbers came from CEFCU debit cards.",Dataloss DB,NULL,11,2006,332,2011,"Company:McDonald's<br/>Location:Peoria,Illinois<br/>Event Time:2011-11-05",1555
372,AAN,11/2/11,Aaron's,BSR,STAT,Fresno,California,1008,1008,"On September 26, Aaron's became aware of an office burglary that resulted in the theft of computers, TVs, electronic gaming devices, and other goods. Customer names and Social Security numbers were on one of the computers. __At least 1,008 New Hampshire residents were affected, but the total number of affected people nationwide was not revealed.",Databreaches.net,NULL,0,2010,312,2011,"Company:Aaron's<br/>Location:Fresno,California<br/>Event Time:2011-11-02",1581
332,WFC,10/20/11,Wells Fargo,BSF,DISC,Jacksonville,Florida,0,NULL,"A mailing error exposed customer bank account information to other customers.__ Pages from other customer accounts which included bank account numbers, balances, and transactions were accidentally mailed to other customers in September paper statements.__ The error was caused by a printer malfunction.__ Wells Fargo temporarily took the printer out of service after the breach was discovered.__ At least 50 customers noticed the problem.",Databreaches.net,NULL,0,2011,257,2011,"Company:Wells Fargo<br/>Location:Jacksonville,Florida<br/>Event Time:2011-10-20",403
55,UNH,10/12/11,"United Healthcare Inc., Futurity First Insurance Group",MED,PORT,Minnetonka,Minnesota,7602,7602,"A hard drive containing information on United Healthcare Medicare plan members was stolen from Futurity First Insurance Group. __Member names, Social Security numbers, and in some cases, birth dates and private health information were exposed. __Futurity First, United Healthcare's sales and marketing services provider, sent the hard drive to a vendor for repair. __The hard drive was stolen from the vendor on or around June 28 July 28 and reported stolen on August 12. __Futurity First then told United Healthcare on September 14.__UPDATE (10/30/2011): Three additional organizations were affected by the breach.__ A total of 705 members from Mutual of Omaha Insurance Company, 1,631 United of Omaha Life Insurance Company enrollees, and 3,994 United Health Group Health Plan in Minnesota enrollees were also affected in addition to the 582 originally reported.__ Information from the Health and Human Services website also reveals that the hard drive was lost on July 28.UPDATE (11/4/2011): A total of 690 American Continental Insurance Company members from Tennessee were also affected by the breach.",Dataloss DB,NULL,0,2006,98,2011,"Company:United Healthcare Inc., Futurity First Insurance Group<br/>Location:Minnetonka,Minnesota<br/>Event Time:2011-10-12",2078
251,MCD,9/12/11,McDonald's,BSR,INSD,Monticello,Minnesota,0,NULL,A minor working at a McDonald's drive-thru repeatedly used a skimming device to obtain the credit card numbers of customers. __The dishonest employee swiped credit cards in the skimmer as customers paid for their meals throughout July and August. __The credit card information was then used by identity thieves to create duplicate cards with false names. __Investigators are actively looking for more victims. __Those who may have been affected should call the Sheriff's Office (763) 682-7733.,Dataloss DB,NULL,9000,2010,278,2011,"Company:McDonald's<br/>Location:Monticello,Minnesota<br/>Event Time:2011-09-12",1521
151,FIS,8/26/11,"Fidelity National Information Services, Inc. (FIS)",BSF,HACK,Jacksonville,Florida,22,22,"After breaking into FIS's network and gaining access to FIS's database, a group of criminals obtained 22 legitimate ATM cards. __Copies of the cards were made and shipped to Greece, Russia, Spain, Sweden, Ukraine and the United Kingdom. __The criminals altered the cards so that they could be used to withdraw an unlimited amount of cash. __A total of $13 million was taken from accounts between the evening of Saturday March 5 and Sunday evening.UPDATE__(06/04/2013): An additional 7,170 pre-paid accounts may have been at risk. __It appears that approximately 100 client financial institutions also had sensitive data exposed during the breach.",Dataloss DB,NULL,5800,2006,607,2011,"Company:Fidelity National Information Services, Inc. (FIS)<br/>Location:Jacksonville,Florida<br/>Event Time:2011-08-26",367
410,LNC,8/23/11,"Lincoln Financial Group, Lincoln National Life Insurance Company, Lincoln Life and Annuity Company of New York",BSF,DISC,New York,New York,91763,91763,A programming error caused the names and Social Security numbers of current and former retirement plan enrollees to be accessible to unauthorized plan administrators. __The error had existed in the database's search function since October 2009. __A plan administrator notified Lincoln Financial Group of the issue on July 18. __,Dataloss DB,NULL,632,2006,361,2011,"Company:Lincoln Financial Group, Lincoln National Life Insurance Company, Lincoln Life and Annuity Company of New York<br/>Location:New York,New York<br/>Event Time:2011-08-23",370
426,ALL,8/23/11,Allstate Financial,BSF,PORT,Norwalk,Connecticut,0,NULL,"A personal financial representative lost his laptop on May 23, 2011, and then reported the loss to Allstate Financial on June 13, 2011. __Customer policy information may have been stored on the laptop's hard drive. __On July 25, customers were notified that their policy information may have been exposed.",Media,NULL,2000,2009,382,2011,"Company:Allstate Financial<br/>Location:Norwalk,Connecticut<br/>Event Time:2011-08-23",369
284,C,8/18/11,"Citigroup, Inc., Bank of America, Corp. ",BSR,UNKN,New York,New York,0,NULL,"A breach of an unnamed merchant or merchants may have resulted in the exposure of customer credit and debit card information. __Citigroup deactivated the credit cards of affected customers and notified them that Citigroup had been informed of a security breach at a retailer. __Within a week, Bank of America also sent new debit cards to some customers after learning that some accounts may have been compromised at a merchant.",Dataloss DB,NULL,0,2008,173,2011,"Company:Citigroup, Inc., Bank of America, Corp. <br/>Location:New York,New York<br/>Event Time:2011-08-18",1523
285,BAC,8/18/11,"Citigroup, Inc., Bank of America, Corp. ",BSR,UNKN,New York,New York,0,NULL,"A breach of an unnamed merchant or merchants may have resulted in the exposure of customer credit and debit card information. __Citigroup deactivated the credit cards of affected customers and notified them that Citigroup had been informed of a security breach at a retailer. __Within a week, Bank of America also sent new debit cards to some customers after learning that some accounts may have been compromised at a merchant.",Media,NULL,900,2005,179,2011,"Company:Citigroup, Inc., Bank of America, Corp. <br/>Location:New York,New York<br/>Event Time:2011-08-18",1523
78,MCD,8/9/11,McDonald's,BSR,INSD,Norfolk,Virginia,185,185,"A cashier pleaded guilty to conspiracy to commit access device fraud and aggravated identity theft. __The cashier was part of a group of friends who used stolen credit card numbers to make $50,000 in purchases. __The cashier's job was to swipe customer debit and credit cards while working at McDonald's.UPDATE__(2/03/2012): The man who was the ring leader of the credit card scam and recruited the McDonald's employee was sentenced to seven years in federal prison on February 3. __He reportedly paid a female employee $10 for each credit card she swiped at the restaurant. __About 185 customers were affected and $163,000 in fraudulent charges were made. The dishonest employee pleaded guilty and was sentenced to two years in prison. Three other people were sentenced for their involvement, but the extent of their involvement was not revealed. __A fourth remains a fugitive.",Dataloss DB,NULL,570,2008,139,2011,"Company:McDonald's<br/>Location:Norfolk,Virginia<br/>Event Time:2011-08-09",1531
133,JPM,7/30/11,Chase Bank,BSF,CARD,Rancho Pe�±asquitos,California,950,950,"A man was charged with using a skimming device to take over $200,000 from customer accounts. __He was arraigned on 45 counts of identity theft, grant theft, burglary, making fake ID cards and causing losses that exceeded $200,000. __He was caught when bank investigators discovered that someone was installing an ATM skimming device on the door of the bank's ATM lobby every Saturday after closing. __The device was then removed by the thief early on Mondays. __This happened for at least six consecutive weeks. __Hidden cameras were also used to record customer pins at the ATMs. __Agents were able to arrest the man as he returned to retrieve the skimming device.",Security Breach Letter,NULL,0,2006,405,2011,"Company:Chase Bank<br/>Location:Rancho Pe�±asquitos,California<br/>Event Time:2011-07-30",373
